_id,cpu_type,cpu_name,cpu_socket,compatible_chipsets,int_graphics,semiconductor_size,cpu_tdp,pcie,transistors,cpu_threads,total_clock_speed,turbo,unlocked_multiplier,l2_cache,l3_cache,l1_cache,clock_multiplier,passmark,passmark_s,cinebench_r20_multi,cinebench_r20_single,geekbench6_multi,geekbench6_single,gpu_name,gpu_turbo,opengl_version,opencl_version,ram_speed_max,max_mem_bandwidth,ddr_version,mem_channels,max_mem_size,mem_eec,directx_version
67d4fd4693079e4598e7371d,laptop,Intel Core i7-1280P,,,TRUE,10,28,4,,20,6 x 1.8 & 8 x 1.3,4.8,FALSE,,24,,18,20431,3328,5222,707,,,Iris Xe Graphics G7 96EU,1450,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e737fb,laptop,Intel Core i7-11800H,,,TRUE,10,45,4,,16,8 x 2.3,4.6,FALSE,10,24,768,23,20427,3073,4930,577,7815,1899,UHD Graphics 750,1450,4.6,3,3200,51.2,4,2,128,FALSE,12.1
67d4fd4693079e4598e737bd,desktop,AMD Ryzen 5 5600GT,am4,x570 x300 b550 x470 b450 a320,TRUE,7,65,3,10700,12,6 x 3.6,4.6,TRUE,3,16,384,36,20342,3358,7910,2038,7815,2043,Radeon Vega 7,1900,,,3200,51.2,4,2,128,FALSE,
67d4fd4693079e4598e7387b,desktop,Intel Core i9-9820X,lga_2066,x299,FALSE,14,165,3,,20,10 x 3.3,4.1,,10,16.5,640,33,20210,2457,4677,422,,,,,,,2666,85.3,4,4,128,FALSE,
67d4fd4693079e4598e73802,desktop,AMD Ryzen 5 5500GT,am4,,TRUE,7,65,3,,12,6 x 3.6,4.4,TRUE,3,16,384,36,20201,3213,,,,,Radeon Vega 7,1800,,,3200,,4,2,128,FALSE,
67d4fd4693079e4598e73886,desktop,AMD Ryzen 7 4700G,am4,x570 b550 a520 x470 b450,TRUE,7,45,3,,16,8 x 3.6,4.4,TRUE,4,8,512,36,20145,2739,4834,500,,,Radeon Vega 8,2100,,,3200,,4,2,,FALSE,
67d4fd4693079e4598e736fa,laptop,Intel Core i5-1250P,,,TRUE,10,28,4,,16, x ,4.4,FALSE,,12,,17,20144,3534,,,,,Iris Xe Graphics 80EU,1400,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e736f8,laptop,Intel Core i7-1370P,,,TRUE,10,28,4,,20,6 x 1.9 & 8 x 1.4,5.2,FALSE,11.5,24,,,20143,3538,,,10095,2536,Iris Xe Graphics 96EU,1500,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e73926,laptop,AMD Ryzen 7 5800HS,,x570 b550 a520 x470 b450,TRUE,7,35,3,,16,8 x 2.8,4.4,,4,16,512,,20069,3025,4710,522,,,Radeon Vega 8,2000,,,4266,68.3,4,2,,,
67d4fd4693079e4598e73789,desktop,Intel Core i5-12500,lga_1700,z690 h670 b660 h610,TRUE,10,65,5,,12,6 x 3,4.6,FALSE,7.5,18,480,30,19910,3687,4960,688,8954,2330,UHD Graphics 770,1450,4.5,2.1,4800,76.8,5,2,128,FALSE,12
67d4fd4693079e4598e7379e,desktop,AMD Ryzen 5 5600G,am4,x570 b550 a520 x470 b450,TRUE,7,65,3,10700,12,6 x 3.9,4.4,TRUE,3,16,384,39,19872,3190,4479,574,7725,1939,Radeon Vega 7,1900,4.6,3,3200,47.68,4,2,64,FALSE,12
67d4fd4693079e4598e73801,desktop,Intel Core i9-10900,lga_1200,,TRUE,14,65,3,,20,10 x 2.8,5.2,,2.5,20,640,,19822,3029,6378,529,8443,1728,UHD Graphics 630,1200,4.5,,2933,45.8,4,2,128,FALSE,12
67d4fd4693079e4598e73827,desktop,Intel Core i7-11700,lga_1200,z490 h470 b460 h410,TRUE,14,65,4,,16,8 x 2.5,4.9,,2,16,512,,19689,3122,5472,589,8644,2135,UHD Graphics 750,1300,4.5,3,3200,50,4,2,128,FALSE,12.1
67d4fd4693079e4598e737ba,desktop,Intel Core i5-11600K,lga_1200,z490 h470 b460 h410,TRUE,14,125,4,,12,6 x 3.9,4.9,TRUE,1.5,12,384,39,19590,3349,4320,598,8658,2229,UHD Graphics 750,1300,4.5,3,3200,50,4,2,128,FALSE,12.1
67d4fd4693079e4598e736af,laptop,Intel Core Ultra 7 258V,,,TRUE,3,17,5,,8,4 x 2.2 & 4 x 2.2,4.8,FALSE,,12,,22,19539,3855,,,,,Arc Graphics 140V,1950,4.6,3,8533,,5,2,32,FALSE,
67d4fd4693079e4598e73765,laptop,AMD Ryzen 5 8640HS,,,TRUE,4,28,4,,12,6 x 3.5,4.9,FALSE,6,16,384,35,19513,3636,,,7852,2125,Radeon 760M,2600,4.6,2.1,7500,,5,2,256,FALSE,
67d4fd4693079e4598e7378c,desktop,Intel Core i9-9900KS,lga_1151,b365 z390 q370 h370 b360 h310 z370,TRUE,14,127,3,,16,8 x 4,5,TRUE,2,16,512,40,19473,3036,5226,518,8640,1814,UHD Graphics 630,1200,4.5,3,2666,41.6,4,2,128,FALSE,12
67d4fd4693079e4598e7399a,desktop,AMD Ryzen 5 5500,am4,x570 b550 a520 x470 b450,FALSE,7,65,3,10700,12,6 x 3.6,4.2,TRUE,3,16,384,37,19397,3058,4086,535,7693,1877,,,,,3200,47.68,4,2,128,FALSE,
67d4fd4693079e4598e737c8,desktop,Intel Core i5-12400,lga_1700,z690 h670 b660 h610 b760 h770 z790,TRUE,10,65,5,,12,6 x 2.5,4.4,FALSE,7.5,18,480,25,19362,3519,4784,664,8821,2202,UHD Graphics 730,1450,4.5,2.1,4800,76.8,5,2,128,FALSE,12
67d4fd4693079e4598e7367c,laptop,Intel Core Ultra 9 288V,,,TRUE,3,30,5,,8,4 x 3.3 & 4 x 3.3,5.1,FALSE,,12,,33,19288,4611,,,,,Arc Graphics 140V,2050,4.6,3,8533,,5,2,32,FALSE,
67d4fd4693079e4598e737bc,laptop,AMD Ryzen 9 4900H,,,TRUE,7,54,3,9800,16,8 x 3.3,4.4,FALSE,4,8,,33,19150,2707,4315,501,6736,1549,Radeon Vega 8,1750,4.6,2.1,4266,,4,2,64,,12
67d4fd4693079e4598e73727,laptop,Intel Core i7-1360P,,,TRUE,10,28,4,,16,4 x 2.2 & 8 x 1.6,5,FALSE,10,18,,,19085,3530,,,10125,2463,Iris Xe Graphics 96EU,1500,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e737a6,laptop,AMD Ryzen 7 Pro 7730U,,,TRUE,7,15,3,,16,8 x 2,4.5,FALSE,4,16,512,20,19061,3078,,,5586,1547,Radeon Vega 8,2000,4.6,2.2,4267,,4,2,64,TRUE,12
67d4fd4693079e4598e7388f,laptop,AMD Ryzen 9 4900HS,,,TRUE,7,35,3,,16,8 x 3,4.3,FALSE,4,8,,,18954,2594,4315,495,,,Radeon Vega 8,1750,,,4266,,4,,,,
67d4fd4693079e4598e737d1,desktop,Intel Core i9-11900T,,,TRUE,14,35,4,,16,8 x 1.5,4.9,,2,16,512,,18948,3316,,,7735,2057,UHD Graphics 750,1300,4.5,3,3200,50,4,2,128,FALSE,12.1
67d4fd4693079e4598e736e9,other,AMD Ryzen Z1,,,TRUE,4,15,4,,12,6 x 3.2,4.9,FALSE,6,16,384,32,18933,3756,,,8342,2251,Radeon 740M,2500,4.6,2.1,7500,,5,2,,TRUE,
67d4fd4693079e4598e7381a,laptop,AMD Ryzen 5 Pro 6650H,,,TRUE,6,45,4,,12,6 x 3.3,4.5,FALSE,3,16,384,,18928,3214,,,6907,1728,,1900,,,6400,,5,4,,,
67d4fd4693079e4598e7369d,laptop,Intel Core Ultra 5 226V,,,TRUE,3,17,5,,8,4 x 2.1 & 4 x 2.1,4.5,FALSE,,8,,21,18922,3910,,,,,Arc Graphics 130V,1850,4.6,3,8533,,5,2,16,FALSE,
67d4fd4693079e4598e736fd,laptop,Intel Core i5-1350P,,,TRUE,10,28,4,,16,4 x 1.9 & 8 x 1.4,4.7,FALSE,,12,,,18833,3626,,,,,Iris Xe Graphics 80EU,1500,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e737a2,desktop,Intel Core i7-10700K,lga_1200,z490 h470 b460 h410,TRUE,14,125,3,,16,8 x 3.8,5.1,TRUE,2,16,512,38,18773,3050,5292,524,8193,1729,UHD Graphics 630,1200,4.5,3,2933,45.8,4,2,128,FALSE,12
67d4fd4693079e4598e7371a,laptop,Intel Core i5-1340P,,,TRUE,10,28,4,,16,4 x 1.9 & 8 x 1.4,4.6,,,12,,,18765,3515,,,,,Iris Xe Graphics 80EU,1450,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e736fb,laptop,Intel Core i5-12450HX,lga_1700,z690 h670 b660 h610,TRUE,10,55,5,,12,4 x 2.4 & 4 x 1.8,4.4,TRUE,1.28,12,48,24,18761,3396,,,,,UHD Graphics 710,1300,4.6,3,4800,76.8,5,2,128,FALSE,12.1
67d4fd4693079e4598e7376f,laptop,AMD Ryzen 5 6600H,,,TRUE,6,45,4,,12,6 x 3.3,4.5,FALSE,3,16,384,33,18702,3180,,,7460,1812,Radeon 660M,1900,4.6,2.2,6400,,5,4,64,FALSE,12
67d4fd4693079e4598e736ac,laptop,AMD Ryzen 5 7540U,,,TRUE,4,28,4,,12,6 x 3.2,4.9,FALSE,6,16,384,32,18696,3612,,,8149,2072,Radeon 740M,2500,4.6,2.1,7500,,5,2,256,TRUE,12
67d4fd4693079e4598e7388c,desktop,AMD Ryzen 5 5600GE,,x570 b550 a520 x470 b450,TRUE,7,35,3,,12,6 x 3.4,4.4,TRUE,3,16,384,34,18667,3216,,,6521,1952,Radeon Vega 7,1900,,,3200,47.68,4,2,,,
67d4fd4693079e4598e737a3,laptop,AMD Ryzen 7 7730U,,,TRUE,7,15,3,10700,16,8 x 2,4.5,FALSE,4,16,512,20,18621,3068,,,6376,1645,Radeon Vega 8,2000,4.6,2.2,4267,,4,2,64,TRUE,12
67d4fd4693079e4598e7376c,laptop,AMD Ryzen 5 8540U,,,TRUE,4,28,4,,12,6 x 3.2,4.9,FALSE,6,16,384,32,18534,3703,,,,,Radeon 740M,2800,4.6,2.1,7500,,5,2,256,FALSE,
67d4fd4693079e4598e737dd,laptop,AMD Ryzen 7 4800H,,,TRUE,7,45,3,9800,16,8 x 2.9,4.2,FALSE,4,8,512,29,18489,2613,3847,472,6117,1491,Radeon Vega 7,1600,4.6,2.1,4266,68.3,4,2,64,FALSE,12
67d4fd4693079e4598e7390e,desktop,AMD Ryzen 7 Pro 4750GE,,,TRUE,7,35,3,,16,8 x 3.1,4.3,FALSE,4,8,512,,18456,2684,,495,6458,1612,Radeon Vega 8,2100,,,3200,47.68,4,2,128,,12
67d4fd4693079e4598e73867,laptop,AMD Ryzen 7 5800U,,x570 b550 a520 x470 b450,TRUE,7,15,3,,16,8 x 1.9,4.4,,4,16,512,,18403,3030,4320,543,6802,1725,Radeon Vega 8,2000,4.6,2,4266,68.27,4,,32,,12
67d4fd4693079e4598e73760,laptop,AMD Ryzen 5 7535HS,,,TRUE,6,35,4,,12,6 x 3.3,4.55,FALSE,3,16,512,33,18388,3163,,,6940,1761,Radeon 660M,1900,4.6,2,6400,,5,2,64,TRUE,12
67d4fd4693079e4598e737e7,desktop,AMD Ryzen 5 Pro 5650GE,am4,,TRUE,7,35,3,,12,6 x 3.4,4.4,FALSE,3,16,384,34,18376,3179,4511,574,6760,1892,Radeon Vega 7,1900,4.6,3,3200,,4,2,,,12
67d4fd4693079e4598e738e7,laptop,AMD Ryzen 7 5825U,,x570 b550 a520 x470 b450,TRUE,7,15,4,10700,16,8 x 2,4.5,FALSE,4,16,512,20,18349,3056,,,6344,1726,Radeon Vega 8,2000,,,4267,,4,2,64,FALSE,
67d4fd4693079e4598e73980,laptop,AMD Ryzen 7 4800HS,,,TRUE,7,35,3,,16,8 x 2.9,4.2,FALSE,4,8,1024,29,18333,2574,3847,472,6006,1438,Radeon Graphics 448SP,,,,4266,,4,2,,FALSE,
67d4fd4693079e4598e73734,laptop,Intel Core i5-13420H,,,TRUE,10,45,5,,12,4 x 2.1 & 4 x 1.5,4.6,FALSE,8,12,,,18330,3442,,,,,Iris Xe Graphics 80EU,1400,4.6,3,5200,,5,2,96,FALSE,12.1
67d4fd4693079e4598e7384c,desktop,Intel Core i9-9900KF,lga_1151,,FALSE,14,95,3,,16,8 x 3.6,5,TRUE,2,16,512,,18266,2924,4995,518,8139,1725,,,,,2666,41.6,4,2,128,FALSE,
67d4fd4693079e4598e737ac,desktop,Intel Core i9-9900K,lga_1151,b365 z390 q370 h370 b360 h310 z370,TRUE,14,95,3,,16,8 x 3.6,5,TRUE,2,16,512,36,18260,2928,4995,518,8045,1701,UHD Graphics 630,1200,4.5,3,2666,41.6,4,2,128,FALSE,12
67d4fd4693079e4598e73838,laptop,AMD Ryzen 5 6600HS,,,TRUE,6,35,4,,12,6 x 3.3,4.5,FALSE,3,16,384,33,18259,3119,,,,,Radeon 660M,1900,,,6400,,5,4,,FALSE,
67d4fd4693079e4598e73745,laptop,AMD Ryzen 5 Pro 7540U,,,TRUE,4,15,4,,12,6 x 3.2,4.9,FALSE,6,16,384,32,18254,3556,,,7955,2163,Radeon 740M,2500,4.6,2.1,7500,,5,2,256,TRUE,
67d4fd4693079e4598e737c9,desktop,AMD Ryzen 5 3600X,am4,x570 b550 a520 x470 b450,FALSE,7,95,4,3800,12,6 x 3.8,4.4,TRUE,3,32,384,38,18189,2652,3751,501,7095,1670,,,,,3200,47.68,4,2,128,TRUE,
67d4fd4693079e4598e7377b,laptop,Intel Xeon W-11855M,,,TRUE,10,45,4,,12,6 x 3.2,4.9,,7.5,18,480,,18160,3256,4586,599,7896,1996,UHD Graphics 750,1450,4.6,3,3200,51.2,4,2,128,TRUE,12.1
67d4fd4693079e4598e737c7,desktop,Intel Core i7-9800X,lga_2066,x299,FALSE,14,165,3,,16,8 x 3.8,4.4,TRUE,8,16.5,512,38,18088,2571,,,7405,1381,,,,,2666,79.47,4,4,128,FALSE,
67d4fd4693079e4598e737ff,desktop,Intel Core i5-11600,lga_1200,z490 h470 b460 h410,TRUE,14,65,4,,12,6 x 2.8,4.8,,1.5,12,384,,18041,3293,,,8001,2127,UHD Graphics 750,1300,4.5,3,3200,50,4,2,128,FALSE,12.1
67d4fd4693079e4598e7380f,desktop,AMD Ryzen 5 3600,am4,x570 b550 a520 x470 b450,FALSE,7,65,4,3800,12,6 x 3.6,4.2,TRUE,3,32,384,36,17747,2567,3689,472,6917,1614,,,,,3200,47.68,4,2,128,FALSE,
67d4fd4693079e4598e73744,desktop,AMD Ryzen 5 Pro 8540U,,,TRUE,4,28,4,20900,12,6 x 3.2,4.9,FALSE,6,16,384,32,17708,3447,,,,,Radeon 740M,2800,4.6,2.1,7500,,5,2,256,TRUE,
67d4fd4693079e4598e73673,laptop,Intel Core Ultra 5 125U,,,TRUE,7,15,4,,14,2 x 1.3 & 8 x 0.8,4.3,FALSE,,12,,,17638,3344,,,,,,1850,4.6,3,7467,,5,2,96,FALSE,
67d4fd4693079e4598e73788,desktop,Intel Core i5-12600T,lga_1700,z690 h670 b660 h610,TRUE,10,35,5,,12,6 x 2.1,4.6,FALSE,7.5,18,480,21,17599,3477,,,7930,2070,UHD Graphics 770,1450,4.5,2.1,4800,76.8,5,2,128,,12
67d4fd4693079e4598e73684,laptop,Intel Core Ultra 5 135U,,,TRUE,7,15,4,,14,2 x 1.6 & 8 x 1.1,4.4,FALSE,,12,,,17595,3359,,,,,,1900,4.6,3,5600,,5,2,96,FALSE,12.1
67d4fd4693079e4598e73995,desktop,AMD Ryzen 7 2700X,am4,x570 x470 b450 x370 b350 a320,FALSE,12,105,3,4800,16,8 x 3.7,4.3,TRUE,4,16,768,37,17517,2421,3951,411,6125,1254,,,,,2933,43.71,4,2,64,TRUE,
67d4fd4693079e4598e73677,laptop,Intel Core Ultra 7 165U,,,TRUE,7,15,4,,14,2 x 1.7 & 8 x 1.2,4.9,FALSE,,12,,,17502,3401,,,,,,2000,4.6,3,5600,,5,2,96,FALSE,12
67d4fd4693079e4598e73808,laptop,AMD Ryzen 7 4980U,,,TRUE,7,15,3,,16,8 x 2,4.4,,4,8,512,,17469,2752,,,,,Radeon Vega 8,1950,4.6,2.1,4267,,4,2,,,12
67d4fd4693079e4598e739ef,desktop,Intel Core i7-6950X,,,FALSE,14,140,3,,20,10 x 3,4,TRUE,2.5,25,320,30,17466,2350,,,8457,1296,,,,,2400,,4,4,128,FALSE,
67d4fd4693079e4598e736ba,laptop,Intel Core i7-1270P,,,TRUE,10,28,4,,16,4 x 2.2 & 8 x 1.6,4.8,FALSE,,18,,22,17463,3405,,,,,Iris Xe Graphics G7 96EU,1400,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e73764,laptop,Intel Core i5-11500B,,,TRUE,10,65,4,,12,6 x 3.3,4.6,,,,,,17437,3184,,,,,UHD Graphics 32EU,1450,4.5,2,3200,45.8,4,2,128,FALSE,12
67d4fd4693079e4598e73a27,desktop,AMD Ryzen 5 Pro 3600,am4,,FALSE,7,65,4,,12,6 x 3.6,4.2,FALSE,3,32,384,,17396,2487,,,6567,1634,,,,,3200,47.68,4,2,128,,
67d4fd4693079e4598e73810,desktop,Intel Core i5-11500,lga_1200,z490 h470 b460 h410,TRUE,14,65,4,,12,6 x 2.7,4.6,,1.5,12,384,,17338,3137,,,7406,2013,UHD Graphics 750,1300,4.5,3,3200,50,4,2,128,FALSE,12.1
67d4fd4693079e4598e7395c,desktop,Intel Core i7-7820X,lga_2066,x299,FALSE,14,140,3,,16,8 x 3.6,4.5,TRUE,8,11,256,,17232,2525,5155,498,7848,1411,,,,,2666,,4,4,128,FALSE,
67d4fd4693079e4598e73773,laptop,AMD Ryzen 5 7535U,,,TRUE,6,28,4,,12,6 x 2.9,4.55,FALSE,3,16,512,29,17119,3227,,,6595,1745,Radeon 660M,1900,4.6,2.2,6400,,5,2,64,TRUE,12
67d4fd4693079e4598e736de,laptop,Intel Core i5-1240P,,,TRUE,10,28,4,,16,4 x 1.7 & 8 x 1.2,4.4,FALSE,,12,,17,17083,3269,,,,,Iris Xe 80EU,1300,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e73738,laptop,Intel Core i7-1260P,,,TRUE,10,28,4,,16,4 x 2.1 & 8 x 1.5,4.7,FALSE,15,18,,21,17018,3292,4017,612,8897,2056,Iris Xe Graphics 96EU,1400,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e738a8,desktop,Intel Core i5-11400,lga_1200,z490 h470 b460 h410,TRUE,14,65,4,,12,6 x 2.6,4.4,FALSE,1.5,12,384,26,17002,3025,3888,529,7304,1965,UHD Graphics 730,1300,4.5,3,3200,50,4,2,128,FALSE,12.1
67d4fd4693079e4598e738e6,laptop,AMD Ryzen 5 5600H,,x570 b550 a520 x470 b450,TRUE,7,45,3,,12,6 x 3.3,4.2,FALSE,3,16,384,,16974,2945,3709,530,5778,1601,Radeon RX Vega 7,1800,4.6,2.1,4266,68.3,4,2,32,,12
67d4fd4693079e4598e73a1f,desktop,AMD Ryzen 7 Pro 2700X,,,FALSE,12,95,3,,16,8 x 3.6,4.1,FALSE,4,16,768,,16971,2275,,,6244,1252,,,,,2933,43.71,4,2,64,TRUE,
67d4fd4693079e4598e7392e,laptop,AMD Ryzen 7 Pro 5850U,,,TRUE,7,15,3,,16,8 x 1.9,4.4,FALSE,4,16,512,,16952,2986,4320,543,6238,1711,Radeon Vega 8,2000,,,4266,,4,,,,
67d4fd4693079e4598e737eb,desktop,AMD Ryzen Threadripper 1900X,,,FALSE,14,180,3,9600,16,8 x 3.8,4,TRUE,4,16,768,,16809,2326,3678,403,5885,1187,,,,,2667,85.3,4,4,2000,TRUE,
67d4fd4693079e4598e73676,laptop,Intel Core Ultra 7 155U,,,TRUE,7,15,4,,14,2 x 1.7 & 8 x 1.2,4.8,FALSE,,12,,,16796,3470,,,,,,1950,4.6,3,5600,,5,2,96,FALSE,12.1
67d4fd4693079e4598e7378b,laptop,Intel Core i5-12450H,,,TRUE,10,45,4,,12,4 x 2 & 4 x 1.5,4.4,FALSE,7,12,704,20,16698,3348,3625,640,8862,2218,Intel UHD Graphics,1200,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e737a9,laptop,AMD Ryzen 7 4800U,,,TRUE,7,15,3,,16,8 x 1.8,4.2,,4,8,,18,16689,2570,3847,472,5663,1399,Radeon Vega 8,,,,4266,68.27,4,2,64,,12
67d4fd4693079e4598e737bb,laptop,Intel Core i7-11600H,,,TRUE,10,45,4,,12,6 x 2.9,4.6,FALSE,7.5,18,480,25,16685,3106,,,6506,1908,UHD Graphics 750,1450,4.6,3,3200,51.2,4,2,128,FALSE,12.1
67d4fd4693079e4598e738b4,laptop,AMD Ryzen 5 Pro 6650U,,,TRUE,6,28,4,,12,6 x 2.9,4.5,FALSE,3,16,384,,16673,3180,3734,575,6614,1728,Radeon 660M,1900,,,6400,,5,2,,,
67d4fd4693079e4598e736c5,laptop,Intel Core 5 120U,,,TRUE,10,15,4,,12,2 x 1.4 & 8 x 0.9,5,FALSE,,12,,14,16633,3770,,,,,Iris Xe Graphics 80EU,1250,4.6,3,6400,,5,2,96,FALSE,12.1
67d4fd4693079e4598e7378d,desktop,Intel Core i5-12500T,lga_1700,z690 h670 b660 h610,TRUE,10,35,5,,12,6 x 2,4.4,FALSE,7.5,16,480,20,16557,3497,,,7486,2178,UHD Graphics 770,1450,4.5,2.1,4800,76.8,5,2,128,FALSE,12
67d4fd4693079e4598e73824,laptop,AMD Ryzen 5 6600U,,,TRUE,6,15,4,,12,6 x 2.9,4.5,FALSE,3,16,384,29,16545,3173,,,6485,1652,Radeon 660M,1900,,,6400,,5,4,,FALSE,
67d4fd4693079e4598e737b1,desktop,Intel Core i9-9900,lga_1151,,TRUE,14,65,3,,16,8 x 3.1,5,,2,16,512,31,16502,2833,4346,518,7183,1593,UHD Graphics 630,1200,4.5,,2666,41.6,4,2,128,FALSE,12
67d4fd4693079e4598e738a0,desktop,Intel Core i7-10700,lga_1200,z490 h470 b460 h410,TRUE,14,65,3,,16,8 x 2.9,4.8,FALSE,2,16,512,29,16386,2904,4834,499,7188,1634,UHD Graphics 630,1200,4.5,3,2933,45.8,4,2,128,FALSE,12
67d4fd4693079e4598e738f5,desktop,AMD Ryzen 5 Pro 4655G,am4,,TRUE,7,65,3,,12,6 x 3.7,4.2,FALSE,3,1.33,384,37,16355,2696,,,,,Radeon Vega 7,1900,,,3200,,4,2,,,
67d4fd4693079e4598e73823,desktop,AMD Ryzen 7 1800x,am4,x470 b450 x370 b350 a320,FALSE,14,95,3,4800,16,8 x 3.6,4,TRUE,4,16,768,36,16354,2198,3587,381,5670,1139,,,,,2667,42.7,4,2,128,TRUE,
67d4fd4693079e4598e7378a,desktop,Intel Core i5-12400T,lga_1700,z690 h670 b660 h610,TRUE,10,35,5,,12,6 x 1.8,4.2,FALSE,7.5,18,480,18,16215,3357,,,7073,2018,UHD Graphics 730,1450,4.5,2.1,4800,76.8,5,2,128,FALSE,12
67d4fd4693079e4598e7397c,laptop,AMD Ryzen 7 Pro 5875U,,,TRUE,7,15,3,,16,8 x 2,4.5,FALSE,4,16,512,20,16172,2886,4446,557,5269,1530,,2000,,,4267,,4,2,,FALSE,
67d4fd4693079e4598e73939,desktop,AMD Ryzen 5 Pro 4650G,am4,,TRUE,7,45,3,9800,12,6 x 3.7,4.2,FALSE,3,8,384,,16161,2654,3616,490,6109,1565,Radeon Vega 7,1900,4.6,2.1,3200,47.68,4,2,128,FALSE,12
67d4fd4693079e4598e73938,desktop,AMD Ryzen 5 4500,am4,x570 b550 a520 x470 b450,FALSE,7,65,3,9800,12,6 x 3.6,4.1,TRUE,3,8,384,36,16119,2596,,,6211,1560,,,,,3200,,4,2,128,FALSE,
67d4fd4693079e4598e737d6,desktop,AMD Ryzen 5 4600G,am4,x570 b550 a520 x470 b450,TRUE,7,65,3,9800,12,6 x 3.7,4.2,TRUE,3,8,384,37,16071,2659,3398,472,6133,1582,Radeon Vega 7,1900,4.6,2.1,3200,47.68,4,2,128,FALSE,12
67d4fd4693079e4598e736a8,laptop,Intel Core 7 150U,,,TRUE,10,15,4,,12,2 x 1.8 & 8 x 1.2,5.4,FALSE,,12,,18,16061,3648,,,7637,2231,Iris Xe Graphics G7 96EU,1300,4.6,3,6400,,5,2,96,FALSE,12.1
67d4fd4693079e4598e737e6,laptop,Intel Core i5-11500H,,,TRUE,10,35,4,,12,6 x 2.9,4.6,,7.5,12,576,,16059,3054,4186,577,6344,1815,UHD Graphics 750,1450,4.6,3,3200,51.2,4,2,128,FALSE,12.1
67d4fd4693079e4598e737f4,laptop,AMD Ryzen 5 7530U,,,TRUE,7,15,3,10700,12,6 x 2,4.5,FALSE,3,16,384,20,15998,3114,3361,559,5664,1637,Radeon Vega 7,2000,4.6,2.2,4267,,4,2,64,TRUE,12
67d4fd4693079e4598e73895,laptop,AMD Ryzen 7 5700U,,x570 b550 a520 x470 b450,TRUE,7,15,3,9800,16,8 x 1.8,4.3,FALSE,4,8,512,,15838,2586,3381,495,5470,1409,Radeon RX Vega 8,1900,4.6,2.1,4266,,4,,32,,12
67d4fd4693079e4598e7382a,laptop,Intel Core i5-11260H,,,TRUE,10,35,4,,12,6 x 2.6,4.4,,7.5,12,576,,15751,2930,3831,448,6044,1720,UHD Graphics 16EU,1400,4.6,3,3200,51.2,4,2,128,FALSE,12.1
67d4fd4693079e4598e7385b,desktop,AMD Ryzen 7 2700,am4,x570 x470 b450 x370 b350 a320,FALSE,12,65,3,4800,16,8 x 3.2,4.1,TRUE,4,16,768,,15701,2178,3448,403,5527,1120,,,,,2933,43.71,4,2,64,TRUE,
67d4fd4693079e4598e7381d,desktop,AMD Ryzen 7 1700x,am4,x470 b450 x370 b350 a320,FALSE,14,95,3,4800,16,8 x 3.4,3.8,TRUE,4,16,768,34,15659,2101,3336,344,5607,1099,,,,,2667,,4,2,64,TRUE,
67d4fd4693079e4598e73866,laptop,Intel Core i5-11400H,,,TRUE,10,35,4,,12,6 x 2.7,4.5,,7.5,12,576,,15625,2999,3745,545,6360,1812,UHD Graphics Xe 16EU,1450,4.6,3,3200,51.2,4,2,128,FALSE,12.1
67d4fd4693079e4598e737e3,desktop,AMD Ryzen 5 7430U,,,TRUE,7,15,3,,12,6 x 2.3,4.3,FALSE,3,16,384,23,15601,2948,,,,,,1800,4.6,2.2,4267,,4,2,64,TRUE,
67d4fd4693079e4598e73a0b,desktop,AMD Ryzen 7 Pro 1700X,am4,x470 b450 x370 b350 a320,FALSE,14,95,3,4800,16,8 x 3.4,3.8,FALSE,4,16,768,34,15579,2139,,,5355,1076,,,,,2667,42.7,4,2,64,TRUE,
67d4fd4693079e4598e739ea,desktop,AMD Ryzen 5 Pro 4650GE,am4,,TRUE,7,35,3,,12,6 x 3.3,4.2,FALSE,3,8,384,,15527,2620,,472,5686,1494,Radeon Vega 7,1900,,,3200,47.68,4,2,128,,
67d4fd4693079e4598e737ef,desktop,Intel Core i7-11700T,lga_1200,z490 h470 b460 h410,TRUE,14,35,4,,16,8 x 1.4,4.6,,2,16,512,,15457,2890,,,6588,1780,UHD Graphics 750,1300,4.5,3,3200,50,4,2,128,FALSE,12.1
67d4fd4693079e4598e7384a,laptop,AMD Ryzen 5 5600U,,x570 b550 a520 x470 b450,TRUE,7,15,3,,12,6 x 2.3,4.2,FALSE,3,16,384,23,15432,2918,,,5795,1628,Radeon Vega 7,1800,4.6,2.1,4266,,4,2,32,,12
